Position RDA3 color vapr AnnTemp Iso TempSea MaxTempWarm MinTempCold AnnPre PreWet PreDry predictor correlation
22233 0.00314891811661526 darkred 0.149984811895117 -0.0283865658283174 0.0888306311677936 -0.15656483889529 -0.123226692531477 0.136767505154769 0.429815954092651 0.229155643612776 -0.0271306256680263 AnnPre 0.429815954092651
22244 0.00385449626956223 darkred 0.100312546918839 -0.0742985776977049 0.134656982545065 -0.194610687224791 -0.150114138378777 0.117894241418807 0.431554005303322 0.201053281168008 -0.0217023970645033 AnnPre 0.431554005303322
38112 0.00313856352330811 darkred 0.334281889653999 0.0780515378618058 0.00923179659408946 -0.142349230916249 -0.163677569461271 0.324937380612092 0.525378992909736 0.350383943777017 -0.113042188167625 AnnPre 0.525378992909736
43007 0.00323396166169184 darkred 0.0637355921508898 -0.12852827343958 0.154585014749204 -0.227273613619921 -0.204390775585981 0.109813661744057 0.428939501367951 0.196549820999635 0.010571717317836 AnnPre 0.428939501367951
54506 0.00343211523593298 darkred 0.231095768058176 0.0479553833529322 0.0260153223646618 -0.125788125778662 -0.11689500367468 0.222801934096434 0.460446294143813 0.285667185806008 -0.118604911330583 AnnPre 0.460446294143813
55068 0.00325962685603242 darkred 0.18922258466432 0.0168607879354844 0.046983495844107 -0.133885307973457 -0.12089673717944 0.190631517866934 0.431759728195258 0.252289193141254 -0.0958160363298812 AnnPre 0.431759728195258
56043 0.00420171714701822 darkred 0.183255190158842 -0.0190156484069096 0.0605525310556633 -0.166398352887452 -0.20125111495322 0.247407585536314 0.449640468203078 0.25730955844863 -0.0750257823700808 AnnPre 0.449640468203078
56350 0.00375886322022533 darkred 0.285728879837136 0.0330929981044583 0.0359689266388379 -0.158714660429728 -0.172128417967064 0.283004084468329 0.504154042703933 0.312358760621677 -0.0955682264928516 AnnPre 0.504154042703933
56705 0.00409110327804062 darkred 0.168647508123545 -0.0169308238116799 0.0633777175039788 -0.160983683601742 -0.18534401889303 0.22968589921271 0.440999486236773 0.249605657344859 -0.0733835773102649 AnnPre 0.440999486236773
56850 0.00363196605870202 darkred -0.490666487336784 -0.409550843091238 0.442482284763497 -0.395431179793025 -0.0532332190348281 -0.46880482826618 0.206393271753187 0.0707017072993797 0.241092051551105 vapr 0.490666487336784
57084 0.00330184197451537 darkred 0.19013192306374 0.011268017324304 0.0544515872592349 -0.140040260607317 -0.125916945778729 0.192284500820538 0.434705743853155 0.2512882576972 -0.0842452086763061 AnnPre 0.434705743853155
66853 0.00323978623720225 darkred 0.324413329740615 0.0694318397802907 0.0101277995383773 -0.142530801910854 -0.160757895023025 0.308856744382445 0.523884212695854 0.345038705757974 -0.115311811692311 AnnPre 0.523884212695854
68830 0.00333128397864921 darkred 0.304691845309231 0.103333644000742 3.68446867662559e-05 -0.119184176664392 -0.123768246193223 0.307634483646976 0.480646281404927 0.331778040455813 -0.11852351500477 AnnPre 0.480646281404927
75062 0.00315780135939856 darkred 0.233787680790929 0.0446214339367339 0.0236406186006631 -0.125488022419278 -0.118088937007608 0.217825096828093 0.46236035154338 0.287993197507387 -0.115582452892796 AnnPre 0.46236035154338
