Position RDA1 color vapr AnnTemp Iso TempSea MaxTempWarm MinTempCold AnnPre PreWet PreDry predictor correlation
14714250 0.036587177251844 darkred -0.279568559927344 -0.230366560366233 0.327497717187341 -0.337699929595382 -0.040694958051158 -0.231590156194093 0.364957298654527 0.238303795949845 0.0961502277688258 AnnPre 0.364957298654527
14731797 0.0472571667620416 darkred -0.29436454427396 -0.355793783939801 0.352082211656451 -0.412858294314712 -0.162441112037815 -0.250683195822411 0.390330482111537 0.26230782949713 0.123490353536578 TempSea 0.412858294314712
14732746 0.040844405237047 darkred -0.293284837595492 -0.421920031524234 0.460782597766568 -0.436026875818391 -0.198529476237752 -0.23540224144505 0.374777519022028 0.0951749287128034 0.255138164843592 Iso 0.460782597766568
14738336 0.0402054923000538 darkred -0.228799348915278 -0.288883757177304 0.298257202151 -0.351271530308019 -0.130261773291306 -0.221954632112143 0.416615838030815 0.237916000583204 0.0553935048284268 AnnPre 0.416615838030815
14751758 0.0392225666504189 darkred -0.153779032983358 -0.21299451263259 0.279055583928603 -0.367062674431361 -0.100936047772993 -0.15167464407268 0.427413078767844 0.317514042568712 0.0233681384735185 AnnPre 0.427413078767844
14807941 0.0370879046870314 darkred -0.171123457984513 -0.269702390844459 0.333242277193371 -0.379661678933531 -0.166671884568961 -0.108485964708523 0.386156049570706 0.227199962088301 0.113148820073356 AnnPre 0.386156049570706
14810158 0.0364414901976267 darkred -0.229145114412901 -0.255455045439418 0.309851060745441 -0.310779981916049 -0.0976636717182625 -0.189250778618419 0.36094554202706 0.166270699431577 0.0997256946784817 AnnPre 0.36094554202706
14824721 0.0375606795318664 darkred -0.226186507813335 -0.262874106702725 0.346981808511535 -0.369698226627035 -0.103258016801769 -0.191616258314391 0.418050754765667 0.229755819025884 0.117393535559261 AnnPre 0.418050754765667
14841169 0.039198704839263 darkred -0.246274055228482 -0.27381265157121 0.300496952983637 -0.354237853926733 -0.102454770551499 -0.227122626070894 0.384581572790111 0.277602927135661 0.101932349223515 AnnPre 0.384581572790111
14958942 0.053823678759452 darkred -0.347282552504676 -0.396379908609467 0.440112479329567 -0.438030935544838 -0.14267293499494 -0.298368828242686 0.384446719451249 0.17146083083188 0.201523098924207 Iso 0.440112479329567
15120822 0.0391773361338049 darkred -0.293432466921981 -0.443577727318158 0.318017354142576 -0.369608695264539 -0.230532732057315 -0.286995011579449 0.325163463886426 0.161205440165787 0.15821197934276 AnnTemp 0.443577727318158
15122454 0.0389911885726437 darkred -0.293196832311154 -0.446020585677532 0.318808292030003 -0.369942828006629 -0.233296435229937 -0.287318886400375 0.322853061814731 0.158451433221801 0.157896436402604 AnnTemp 0.446020585677532
15257188 0.0451185247372993 darkred -0.312460216579443 -0.42086498709023 0.406455618549566 -0.425752347511193 -0.192026427053676 -0.274967867982608 0.383534267134486 0.168488539964077 0.199750988053015 TempSea 0.425752347511193
15259831 0.0432102694471654 darkred -0.282860756564225 -0.470498973190946 0.491393106524776 -0.515609135340545 -0.247652274784891 -0.240380531521824 0.464938857422524 0.165618786710648 0.2550557666992 TempSea 0.515609135340545
15317905 0.0512069216053298 darkred 0.270359568425733 0.397242954519769 -0.459197260130036 0.512527592260152 0.198161171433708 0.223910735649571 -0.40923743384347 -0.258060278346315 -0.216553885189041 TempSea 0.512527592260152
15339827 0.0374255279783405 darkred 0.252257160064575 0.369513466069525 -0.303833105620778 0.368800830423774 0.185209791616573 0.239171871587295 -0.323741716572482 -0.212601856258226 -0.127268798295841 AnnTemp 0.369513466069525
15357255 0.0365507914392995 darkred -0.483207636909971 -0.428325801465401 0.441226870932166 -0.415271461308082 -0.0802768722440202 -0.431817045817808 0.215679527804703 0.106618575222301 0.238724344833863 vapr 0.483207636909971
15402882 0.0385311211103609 darkred -0.252200450840851 -0.28152257679054 0.357651636599646 -0.385823793104878 -0.104351367895703 -0.228177796267454 0.428173307883486 0.253849462543179 0.152542200130679 AnnPre 0.428173307883486
15416079 0.0547763456266551 darkred 0.326674644060995 0.357532349637393 -0.428972753619494 0.461235552602873 0.121519839953589 0.281960189477139 -0.394503769497867 -0.259607366911336 -0.177674558659636 TempSea 0.461235552602873
15433472 0.0522551560288476 darkred -0.307129677903025 -0.428695480102064 0.4469941160913 -0.476890449847808 -0.211414224996053 -0.249892108195877 0.383276459973003 0.1900423951674 0.213783488982184 TempSea 0.476890449847808
15435032 0.0609047358325264 darkred -0.358252547141045 -0.366443091487135 0.425331444234485 -0.453266988412282 -0.112080717415535 -0.320944570352917 0.407940551999759 0.261068249714078 0.171469562361364 TempSea 0.453266988412282
15435266 0.0605376432844571 darkred -0.361857619974928 -0.367707294075622 0.422456482102656 -0.451263501905361 -0.110663750488913 -0.323200994298335 0.407479191643852 0.259745701043789 0.167191948945545 TempSea 0.451263501905361
15444316 0.0391251985157434 darkred -0.219423792759067 -0.377083675236842 0.402144129397517 -0.408128277255758 -0.213935944122224 -0.175337055698727 0.431592215766317 0.128099765099518 0.176973506931039 AnnPre 0.431592215766317
15452404 0.0556853686303226 darkred -0.282675768836139 -0.445657051418284 0.473167158159568 -0.508833585770396 -0.251715899007556 -0.216730684988714 0.407221694008355 0.199983036252802 0.246937119349379 TempSea 0.508833585770396
15462835 0.0621879118143092 darkred -0.36652742301447 -0.387599525504923 0.445277486691234 -0.474415520490737 -0.126768958091805 -0.324248006485364 0.4170745457774 0.257566537279982 0.181104390942284 TempSea 0.474415520490737
15468607 0.0510905031541629 darkred -0.277857477160557 -0.45126726164272 0.473769673128914 -0.490973087496508 -0.254912309246082 -0.206559742432558 0.403631369802299 0.153494250525325 0.245808277500235 TempSea 0.490973087496508
15472741 0.0459397703093144 darkred -0.176574082428472 -0.268052084580529 0.31092179327615 -0.378682596269466 -0.148533950335155 -0.145007757877277 0.394858944273822 0.276677941045582 0.0893037265975518 AnnPre 0.394858944273822
15487033 0.0398068418933939 darkred -0.234413560638302 -0.250196236523662 0.314561495010002 -0.338010086025993 -0.0907209971310598 -0.19462124791216 0.344236536336307 0.223086988669136 0.113054422290631 AnnPre 0.344236536336307
15522317 0.0443753038300654 darkred 0.289777634822509 0.329520068055026 -0.402692903537169 0.446608842327475 0.117852732565598 0.253536294682734 -0.383495540963402 -0.273356045381412 -0.169758046628367 TempSea 0.446608842327475
15522390 0.0430086460834077 darkred 0.282270166731335 0.319328256577892 -0.398838187626945 0.441636224376965 0.113303022390988 0.245884828304796 -0.377408281339106 -0.272183976664607 -0.168785842587857 TempSea 0.441636224376965
15527638 0.0443906285303494 darkred -0.304706977208261 -0.373454165510944 0.285005915180856 -0.329183671088856 -0.159565557090037 -0.298327830926883 0.320305276724554 0.203697373858465 0.129013702159146 AnnTemp 0.373454165510944
15527707 0.0444748445232198 darkred -0.303455075366853 -0.370966328777859 0.282530900580224 -0.328617217297285 -0.158355075469271 -0.29772244448085 0.321114222384927 0.207370405239957 0.125424178964381 AnnTemp 0.370966328777859
15528633 0.0382456769677218 darkred -0.259382973356846 -0.344656516004495 0.147809903813923 -0.222931266748368 -0.169175372099001 -0.286786161863501 0.262669344806873 0.191424185527892 0.0267490961766795 AnnTemp 0.344656516004495
15535045 0.0372767205933958 darkred 0.269120576862814 0.390166703579627 -0.416401340383202 0.436143600030724 0.184470599851097 0.233695661642586 -0.358688771081558 -0.17420542885311 -0.214036428668066 TempSea 0.436143600030724
15535566 0.038191533977909 darkred -0.168791598915584 -0.182141978314921 0.322870787668748 -0.369242360768105 -0.0562971705031612 -0.149609848830898 0.406936796157539 0.27349292086969 0.0429638766217882 AnnPre 0.406936796157539
15536604 0.0418401228976061 darkred 0.188351618546058 0.355225774825419 -0.359769525365937 0.43979510732116 0.225960493088332 0.152825286646833 -0.352282816748147 -0.246622581078069 -0.145640767109241 TempSea 0.43979510732116
